mandt,msehi,kzex3,kzex6,andec,kzkeh,kzwob,kz1eh,kz2eh,dimid,zaehl,nennr,exp10,addko,expon,decan,isocode,primary,temp_value,temp_unit,famunit,press_val,press_unit,operation_flag,is_deleted,recordstamp
200,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,IN3,X,X,,X,,,,VOLUME,16387,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMQ,X,X,,X,,,,VOLUME,1,1,-9.0,,,,MMQ,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,OZA,X,X,,X,,,,VOLUME,29573,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,YD3,X,X,,X,,,,VOLUME,764551872,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%,X,X,,,,,,VPROPO,1,100,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KMK,X,X,,,,,,VPROPO,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MLK,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,V%O,X,X,,,,,,VPROPO,1,1000,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPB,X,X,,,,,,VPROPO,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPM,X,X,,,,,,VPROPO,1,1,-6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,VPT,X,X,,,,,,VPROPO,1,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,S,X,X,,,,,,TIME,1,1,,,,,SEC,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,JHR,X,X,,X,,,,TIME,31536000,1,,,,,ANN,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MIN,X,X,3.0,X,,,,TIME,60,1,,,,,MIN,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MON,X,X,,X,,,,TIME,2592000,1,,,,,MON,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,STD,X,X,3.0,X,,,,TIME,3600,1,,,,1.0,HUR,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TAG,X,X,,X,,,,TIME,86400,1,,,,,DAY,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,WCH,X,X,,X,,,,TIME,604800,1,,,,,WEE,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MS2,X,X,,X,,,,ACCEL,1,1,,,,,MSK,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGV,X,X,,X,,,,DENSI,1,1,,,,,KMQ,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,A,X,X,,,,,,ECURR,1,1,,,,,AMP,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,N,X,X,,,,,,FORCE,1,1,,,,,NEW,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,HZ,X,X,,,,,,FREQU,1,1,,,,,HTZ,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CD,X,X,,,,,,LIGHT,1,1,,,,,CDL,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,W,X,X,,,,,,POWER,1,1,,,,,WTT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KW,X,X,3.0,,,,,POWER,1000,1,,,,,KWT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MGW,X,X,,,,,,POWER,1000000,1,,,,,MAW,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PA,X,X,,,,,,PRESS,1,1,,,,,PAL,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M/S,X,X,,X,,,,SPEED,1,1,,,,,MTS,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CS,X,X,,X,,,,AAAADL,1,1,,,,,CS,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,DR,X,X,,X,,,,AAAADL,1,1,,,,,DR,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,DZ,X,X,,X,,,,AAAADL,1,1,,,,,DZN,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KI,X,X,,X,,,,AAAADL,1,1,,,,,BX,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,ST,X,X,,X,,,,AAAADL,1,1,,,,,PCE,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,TH,X,X,,X,,,,AAAADL,1,1,,,,,MIL,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,BAG,X,X,,X,,,,AAAADL,1,1,,,,,BG,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,BOT,X,X,,X,,,,AAAADL,1,1,,,,,BO,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,GRO,X,X,,X,,,,AAAADL,1,1,,,,,GRO,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KAN,X,X,,X,,,,AAAADL,1,1,,,,,CA,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KAR,X,X,,X,,,,AAAADL,1,1,,,,,CT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PAK,X,X,,X,,,,AAAADL,1,1,,,,,PK,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,PAL,X,X,,X,,,,AAAADL,1,1,,,,,PF,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,ROL,X,X,,X,,,,AAAADL,1,1,,,,,RO,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,J,X,X,,,,,,ENERGY,1,1,,,,,JOU,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KWH,X,X,99.0,,,,,ENERGY,3600,1,3.0,,,,KWH,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M,X,X,2.0,X,,,,LENGTH,1,1,,,,,MTR,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CM,X,X,3.0,X,,,,LENGTH,1,100,,,,,CMT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,DM,X,X,3.0,X,,X,,LENGTH,1,10,,,,,DMT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,IN,X,X,3.0,X,,,,LENGTH,127,5000,,,,,INH,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KM,X,X,,X,,,,LENGTH,1000,1,,,,,KMT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,MM,X,X,3.0,X,,,,LENGTH,1,1000,,,,,MMT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,KGS,X,X,,X,,,,MASFLO,1,1,,,,,KGS,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,OHM,X,X,,,,,,RESIST,1,1,,,,,OHM,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M2,X,X,3.0,X,,,,SURFAC,1,1,,,,,MTK,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M3S,X,X,,X,,,,VOLFLO,1,1,,,,,MQS,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,V,X,X,,,,,,VOLTAG,1,1,,,,,VLT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,L,X,X,3.0,X,,,,VOLUME,1,1000,,,,,LTR,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,HL,X,X,3.0,X,,,,VOLUME,1,10,,,,,HLT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,M3,X,X,3.0,X,,,,VOLUME,1,1,,,,,MTQ,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,ML,X,X,3.0,X,,,,VOLUME,1,1000000,,,,,MLT,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CCM,X,X,3.0,X,,,,VOLUME,1,1000000,,,,,CMQ,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
100,CDM,X,X,3.0,X,,,,VOLUME,1,1000,,,,,DMQ,X,,,,,,I,False,2022-04-21 15:05:20.868144+00:00
000,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,G,X,X,3.0,X,,,,MASS,1,1000,,,,,GRM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KG,X,X,3.0,X,,,,MASS,1,1,,,,,KGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MG,X,X,3.0,X,,,,MASS,1,1000000,,,,,MGM,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,TO,X,X,3.0,X,,,,MASS,1000,1,,,,,TNE,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,K,X,X,,,,,,TEMP,1,1,,,,,KEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,FA,X,X,,,,,,TEMP,5,9,,255.372222000,,,FAH,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,GC,X,X,,,,,,TEMP,1,1,,273.150000000,,,CEL,X,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
