mandt,spras,dimid,txdim,operation_flag,is_deleted,recordstamp
200,J,ECURR,電流,L,False,2021-08-06 04:15:22.687897+00:00
200,3,ECURR,전류,L,False,2021-08-06 04:15:22.687897+00:00
800,3,ECURR,전류,L,False,2021-08-06 04:15:22.687897+00:00
800,5,ECURR,Elektr. tok,L,False,2021-08-06 04:15:22.687897+00:00
200,5,ECURR,Elektr. tok,L,False,2021-08-06 04:15:22.687897+00:00
800,H,ECURR,Elektr. áram,L,False,2021-08-06 04:15:22.687897+00:00
200,H,ECURR,Elektr. áram,L,False,2021-08-06 04:15:22.687897+00:00
800,Z,ECURR,electr. curr.,L,False,2021-08-06 04:15:22.687897+00:00
800,E,ECURR,electr. curr.,L,False,2021-08-06 04:15:22.687897+00:00
200,Z,ECURR,electr. curr.,L,False,2021-08-06 04:15:22.687897+00:00
200,E,ECURR,electr. curr.,L,False,2021-08-06 04:15:22.687897+00:00
800,D,ECURR,elektr. Strom,L,False,2021-08-06 04:15:22.687897+00:00
200,D,ECURR,elektr. Strom,L,False,2021-08-06 04:15:22.687897+00:00
800,V,ECURR,Elektr. ström,L,False,2021-08-06 04:15:22.687897+00:00
200,V,ECURR,Elektr. ström,L,False,2021-08-06 04:15:22.687897+00:00
800,K,ECURR,Elektr. strøm,L,False,2021-08-06 04:15:22.687897+00:00
200,K,ECURR,Elektr. strøm,L,False,2021-08-06 04:15:22.687897+00:00
800,4,ECURR,Curent electric,L,False,2021-08-06 04:15:22.687897+00:00
200,4,ECURR,Curent electric,L,False,2021-08-06 04:15:22.687897+00:00
200,T,ECURR,Elektrik akımı,L,False,2021-08-06 04:15:22.687897+00:00
800,T,ECURR,Elektrik akımı,L,False,2021-08-06 04:15:22.687897+00:00
800,O,ECURR,Elektrisk strøm,L,False,2021-08-06 04:15:22.687897+00:00
200,O,ECURR,Elektrisk strøm,L,False,2021-08-06 04:15:22.687897+00:00
200,C,ECURR,Elektrický proud,L,False,2021-08-06 04:15:22.687897+00:00
800,C,ECURR,Elektrický proud,L,False,2021-08-06 04:15:22.687897+00:00
800,Q,ECURR,Elektrický prúd,L,False,2021-08-06 04:15:22.687897+00:00
200,Q,ECURR,Elektrický prúd,L,False,2021-08-06 04:15:22.687897+00:00
200,L,ECURR,Prąd elektryczny,L,False,2021-08-06 04:15:22.687897+00:00
800,L,ECURR,Prąd elektryczny,L,False,2021-08-06 04:15:22.687897+00:00
800,B,ECURR,זרם חשמלי,L,False,2021-08-06 04:15:22.687897+00:00
200,B,ECURR,זרם חשמלי,L,False,2021-08-06 04:15:22.687897+00:00
200,I,ECURR,Corrente elettrica,L,False,2021-08-06 04:15:22.687897+00:00
800,I,ECURR,Corrente elettrica,L,False,2021-08-06 04:15:22.687897+00:00
200,P,ECURR,Corrente elétrica,L,False,2021-08-06 04:15:22.687897+00:00
800,P,ECURR,Corrente elétrica,L,False,2021-08-06 04:15:22.687897+00:00
800,6,ECURR,Električna struja,L,False,2021-08-06 04:15:22.687897+00:00
800,d,ECURR,Električna struja,L,False,2021-08-06 04:15:22.687897+00:00
200,6,ECURR,Električna struja,L,False,2021-08-06 04:15:22.687897+00:00
200,d,ECURR,Električna struja,L,False,2021-08-06 04:15:22.687897+00:00
800,F,ECURR,Courant électrique,L,False,2021-08-06 04:15:22.687897+00:00
200,F,ECURR,Courant électrique,L,False,2021-08-06 04:15:22.687897+00:00
200,S,ECURR,Corriente eléctrica,L,False,2021-08-06 04:15:22.687897+00:00
800,S,ECURR,Corriente eléctrica,L,False,2021-08-06 04:15:22.687897+00:00
800,G,ECURR,Ηλεκτρικό Ρεύμα,L,False,2021-08-06 04:15:22.687897+00:00
200,G,ECURR,Ηλεκτρικό Ρεύμα,L,False,2021-08-06 04:15:22.687897+00:00
200,2,ECURR,กระแสไฟฟ้า,L,False,2021-08-06 04:15:22.687897+00:00
800,2,ECURR,กระแสไฟฟ้า,L,False,2021-08-06 04:15:22.687897+00:00
200,R,ECURR,Электрический ток,L,False,2021-08-06 04:15:22.687897+00:00
800,R,ECURR,Электрический ток,L,False,2021-08-06 04:15:22.687897+00:00
200,W,ECURR,Електрически поток,L,False,2021-08-06 04:15:22.687897+00:00
800,W,ECURR,Електрически поток,L,False,2021-08-06 04:15:22.687897+00:00
800,1,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
200,R,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
200,A,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
800,R,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
200,1,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
200,D,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
800,D,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
800,A,EVARA,EVARA,L,False,2021-08-06 04:15:22.687897+00:00
200,J,EVARA,蒸発速度,L,False,2021-08-06 04:15:22.687897+00:00
800,J,EVARA,蒸発速度,L,False,2021-08-06 04:15:22.687897+00:00
200,M,EVARA,蒸發速度,L,False,2021-08-06 04:15:22.687897+00:00
800,M,EVARA,蒸發速度,L,False,2021-08-06 04:15:22.687897+00:00
800,3,EVARA,기화 속도,L,False,2021-08-06 04:15:22.687897+00:00
200,3,EVARA,기화 속도,L,False,2021-08-06 04:15:22.687897+00:00
200,6,EVARA,Brzina hlapljenja,L,False,2021-08-06 04:15:22.687897+00:00
800,6,EVARA,Brzina hlapljenja,L,False,2021-08-06 04:15:22.687897+00:00
200,d,EVARA,Brzina isparavanja,L,False,2021-08-06 04:15:22.687897+00:00
800,d,EVARA,Brzina isparavanja,L,False,2021-08-06 04:15:22.687897+00:00
800,E,EVARA,Vaporization Speed,L,False,2021-08-06 04:15:22.687897+00:00
200,E,EVARA,Vaporization Speed,L,False,2021-08-06 04:15:22.687897+00:00
800,S,EVARA,Veloc.evaporación,L,False,2021-08-06 04:15:22.687897+00:00
200,S,EVARA,Veloc.evaporación,L,False,2021-08-06 04:15:22.687897+00:00
800,P,EVARA,Veloc.evaporação,L,False,2021-08-06 04:15:22.687897+00:00
200,P,EVARA,Veloc.evaporação,L,False,2021-08-06 04:15:22.687897+00:00
200,5,EVARA,Hitrost izparevanja,L,False,2021-08-06 04:15:22.687897+00:00
800,5,EVARA,Hitrost izparevanja,L,False,2021-08-06 04:15:22.687897+00:00
200,N,EVARA,Verdampingssnelheid,L,False,2021-08-06 04:15:22.687897+00:00
800,N,EVARA,Verdampingssnelheid,L,False,2021-08-06 04:15:22.687897+00:00
800,O,EVARA,Fordampingshastighet,L,False,2021-08-06 04:15:22.687897+00:00
200,O,EVARA,Fordampingshastighet,L,False,2021-08-06 04:15:22.687897+00:00
800,K,EVARA,Fordampningshastigh.,L,False,2021-08-06 04:15:22.687897+00:00
200,K,EVARA,Fordampningshastigh.,L,False,2021-08-06 04:15:22.687897+00:00
800,L,EVARA,Szybkość parowania,L,False,2021-08-06 04:15:22.687897+00:00
200,L,EVARA,Szybkość parowania,L,False,2021-08-06 04:15:22.687897+00:00
200,F,EVARA,Vitesse d'évaporat.,L,False,2021-08-06 04:15:22.687897+00:00
800,F,EVARA,Vitesse d'évaporat.,L,False,2021-08-06 04:15:22.687897+00:00
800,4,EVARA,Viteză de evaporare,L,False,2021-08-06 04:15:22.687897+00:00
200,4,EVARA,Viteză de evaporare,L,False,2021-08-06 04:15:22.687897+00:00
200,C,EVARA,Rychlost odpařování,L,False,2021-08-06 04:15:22.687897+00:00
800,C,EVARA,Rychlost odpařování,L,False,2021-08-06 04:15:22.687897+00:00
200,B,EVARA,מהירות התאדות,L,False,2021-08-06 04:15:22.687897+00:00
800,B,EVARA,מהירות התאדות,L,False,2021-08-06 04:15:22.687897+00:00
800,W,EVARA,Скорост изпаряване,L,False,2021-08-06 04:15:22.687897+00:00
200,W,EVARA,Скорост изпаряване,L,False,2021-08-06 04:15:22.687897+00:00
800,G,EVARA,Ταχύτητα Ατμοποίησης,L,False,2021-08-06 04:15:22.687897+00:00
200,G,EVARA,Ταχύτητα Ατμοποίησης,L,False,2021-08-06 04:15:22.687897+00:00
200,J,FORCE,力,L,False,2021-08-06 04:15:22.687897+00:00
800,J,FORCE,力,L,False,2021-08-06 04:15:22.687897+00:00
800,H,FORCE,Erő,L,False,2021-08-06 04:15:22.687897+00:00
200,H,FORCE,Erő,L,False,2021-08-06 04:15:22.687897+00:00
800,5,FORCE,Moč,L,False,2021-08-06 04:15:22.687897+00:00
200,5,FORCE,Moč,L,False,2021-08-06 04:15:22.687897+00:00
200,Q,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
200,d,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
800,Q,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
800,d,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
800,6,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
200,6,FORCE,Sila,L,False,2021-08-06 04:15:22.687897+00:00
200,A,FORCE,FORCE,L,False,2021-08-06 04:15:22.687897+00:00
800,N,FORCE,FORCE,L,False,2021-08-06 04:15:22.687897+00:00
800,A,FORCE,FORCE,L,False,2021-08-06 04:15:22.687897+00:00
200,N,FORCE,FORCE,L,False,2021-08-06 04:15:22.687897+00:00
800,Z,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
200,F,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
200,Z,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
800,F,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
800,E,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
200,E,FORCE,Force,L,False,2021-08-06 04:15:22.687897+00:00
200,T,FORCE,Güç,L,False,2021-08-06 04:15:22.687897+00:00
800,T,FORCE,Güç,L,False,2021-08-06 04:15:22.687897+00:00
800,O,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
200,O,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
200,K,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
800,V,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
800,K,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
200,V,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
200,D,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
800,D,FORCE,Kraft,L,False,2021-08-06 04:15:22.687897+00:00
200,L,FORCE,Siła,L,False,2021-08-06 04:15:22.687897+00:00
800,L,FORCE,Siła,L,False,2021-08-06 04:15:22.687897+00:00
200,C,FORCE,Síla,L,False,2021-08-06 04:15:22.687897+00:00
800,C,FORCE,Síla,L,False,2021-08-06 04:15:22.687897+00:00
200,U,FORCE,Voima,L,False,2021-08-06 04:15:22.687897+00:00
800,U,FORCE,Voima,L,False,2021-08-06 04:15:22.687897+00:00
200,P,FORCE,Força,L,False,2021-08-06 04:15:22.687897+00:00
800,P,FORCE,Força,L,False,2021-08-06 04:15:22.687897+00:00
200,S,FORCE,Fuerza,L,False,2021-08-06 04:15:22.687897+00:00
800,S,FORCE,Fuerza,L,False,2021-08-06 04:15:22.687897+00:00
200,B,FORCE,כוח,L,False,2021-08-06 04:15:22.687897+00:00
800,B,FORCE,כוח,L,False,2021-08-06 04:15:22.687897+00:00
200,1,FORCE,强制,L,False,2021-08-06 04:15:22.687897+00:00
800,1,FORCE,强制,L,False,2021-08-06 04:15:22.687897+00:00
800,3,FORCE,강제,L,False,2021-08-06 04:15:22.687897+00:00
200,3,FORCE,강제,L,False,2021-08-06 04:15:22.687897+00:00
200,I,FORCE,Potenza,L,False,2021-08-06 04:15:22.687897+00:00
800,I,FORCE,Potenza,L,False,2021-08-06 04:15:22.687897+00:00
800,4,FORCE,Forţare,L,False,2021-08-06 04:15:22.687897+00:00
200,4,FORCE,Forţare,L,False,2021-08-06 04:15:22.687897+00:00
200,R,FORCE,Сила,L,False,2021-08-06 04:15:22.687897+00:00
800,R,FORCE,Сила,L,False,2021-08-06 04:15:22.687897+00:00
800,W,FORCE,Сила,L,False,2021-08-06 04:15:22.687897+00:00
200,W,FORCE,Сила,L,False,2021-08-06 04:15:22.687897+00:00
800,G,FORCE,Ισχύς,L,False,2021-08-06 04:15:22.687897+00:00
200,G,FORCE,Ισχύς,L,False,2021-08-06 04:15:22.687897+00:00
800,M,FORCE,強行使用,L,False,2021-08-06 04:15:22.687897+00:00
200,M,FORCE,強行使用,L,False,2021-08-06 04:15:22.687897+00:00
800,2,FORCE,บังคับ,L,False,2021-08-06 04:15:22.687897+00:00
200,2,FORCE,บังคับ,L,False,2021-08-06 04:15:22.687897+00:00
200,N,FREQU,FREQU,L,False,2021-08-06 04:15:22.687897+00:00
800,N,FREQU,FREQU,L,False,2021-08-06 04:15:22.687897+00:00
200,A,FREQU,FREQU,L,False,2021-08-06 04:15:22.687897+00:00
800,A,FREQU,FREQU,L,False,2021-08-06 04:15:22.687897+00:00
800,M,FREQU,頻率,L,False,2021-08-06 04:15:22.687897+00:00
200,M,FREQU,頻率,L,False,2021-08-06 04:15:22.687897+00:00
200,1,FREQU,频率,L,False,2021-08-06 04:15:22.687897+00:00
800,1,FREQU,频率,L,False,2021-08-06 04:15:22.687897+00:00
800,3,FREQU,빈도,L,False,2021-08-06 04:15:22.687897+00:00
200,3,FREQU,빈도,L,False,2021-08-06 04:15:22.687897+00:00
200,T,FREQU,Frekans,L,False,2021-08-06 04:15:22.687897+00:00
800,T,FREQU,Frekans,L,False,2021-08-06 04:15:22.687897+00:00
800,U,FREQU,Taajuus,L,False,2021-08-06 04:15:22.687897+00:00
200,U,FREQU,Taajuus,L,False,2021-08-06 04:15:22.687897+00:00
800,V,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
200,O,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
800,O,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
200,K,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
200,V,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
800,K,FREQU,Frekvens,L,False,2021-08-06 04:15:22.687897+00:00
800,D,FREQU,Frequenz,L,False,2021-08-06 04:15:22.687897+00:00
200,D,FREQU,Frequenz,L,False,2021-08-06 04:15:22.687897+00:00
800,5,FREQU,Frekvenca,L,False,2021-08-06 04:15:22.687897+00:00
200,5,FREQU,Frekvenca,L,False,2021-08-06 04:15:22.687897+00:00
200,C,FREQU,Frekvence,L,False,2021-08-06 04:15:22.687897+00:00
800,C,FREQU,Frekvence,L,False,2021-08-06 04:15:22.687897+00:00
800,E,FREQU,Frequency,L,False,2021-08-06 04:15:22.687897+00:00
200,E,FREQU,Frequency,L,False,2021-08-06 04:15:22.687897+00:00
800,Z,FREQU,Frequency,L,False,2021-08-06 04:15:22.687897+00:00
200,Z,FREQU,Frequency,L,False,2021-08-06 04:15:22.687897+00:00
800,I,FREQU,Frequenza,L,False,2021-08-06 04:15:22.687897+00:00
200,I,FREQU,Frequenza,L,False,2021-08-06 04:15:22.687897+00:00
800,J,FREQU,周波数,L,False,2021-08-06 04:15:22.687897+00:00
200,J,FREQU,周波数,L,False,2021-08-06 04:15:22.687897+00:00
200,S,FREQU,Frecuencia,L,False,2021-08-06 04:15:22.687897+00:00
800,S,FREQU,Frecuencia,L,False,2021-08-06 04:15:22.687897+00:00
200,H,FREQU,Frekvencia,L,False,2021-08-06 04:15:22.687897+00:00
200,Q,FREQU,Frekvencia,L,False,2021-08-06 04:15:22.687897+00:00
800,H,FREQU,Frekvencia,L,False,2021-08-06 04:15:22.687897+00:00
800,Q,FREQU,Frekvencia,L,False,2021-08-06 04:15:22.687897+00:00
200,F,FREQU,Fréquence,L,False,2021-08-06 04:15:22.687897+00:00
800,F,FREQU,Fréquence,L,False,2021-08-06 04:15:22.687897+00:00
200,4,FREQU,Frecvenţă,L,False,2021-08-06 04:15:22.687897+00:00
800,4,FREQU,Frecvenţă,L,False,2021-08-06 04:15:22.687897+00:00
200,P,FREQU,Frequência,L,False,2021-08-06 04:15:22.687897+00:00
800,P,FREQU,Frequência,L,False,2021-08-06 04:15:22.687897+00:00
200,d,FREQU,Učestalost,L,False,2021-08-06 04:15:22.687897+00:00
200,6,FREQU,Učestalost,L,False,2021-08-06 04:15:22.687897+00:00
800,6,FREQU,Učestalost,L,False,2021-08-06 04:15:22.687897+00:00
800,d,FREQU,Učestalost,L,False,2021-08-06 04:15:22.687897+00:00
200,B,FREQU,תדירות,L,False,2021-08-06 04:15:22.687897+00:00
800,B,FREQU,תדירות,L,False,2021-08-06 04:15:22.687897+00:00
200,R,FREQU,Частота,L,False,2021-08-06 04:15:22.687897+00:00
800,R,FREQU,Частота,L,False,2021-08-06 04:15:22.687897+00:00
200,W,FREQU,Честота,L,False,2021-08-06 04:15:22.687897+00:00
800,W,FREQU,Честота,L,False,2021-08-06 04:15:22.687897+00:00
200,L,FREQU,Częstotliwość,L,False,2021-08-06 04:15:22.687897+00:00
800,L,FREQU,Częstotliwość,L,False,2021-08-06 04:15:22.687897+00:00
200,G,FREQU,Συχνότητα,L,False,2021-08-06 04:15:22.687897+00:00
800,G,FREQU,Συχνότητα,L,False,2021-08-06 04:15:22.687897+00:00
200,2,FREQU,ความถี่,L,False,2021-08-06 04:15:22.687897+00:00
800,2,FREQU,ความถี่,L,False,2021-08-06 04:15:22.687897+00:00
800,N,LIGHT,LIGHT,L,False,2021-08-06 04:15:22.687897+00:00
200,A,LIGHT,LIGHT,L,False,2021-08-06 04:15:22.687897+00:00
200,N,LIGHT,LIGHT,L,False,2021-08-06 04:15:22.687897+00:00
800,A,LIGHT,LIGHT,L,False,2021-08-06 04:15:22.687897+00:00
800,M,LIGHT,亮度,L,False,2021-08-06 04:15:22.687897+00:00
200,M,LIGHT,亮度,L,False,2021-08-06 04:15:22.687897+00:00
200,J,LIGHT,光度,L,False,2021-08-06 04:15:22.687897+00:00
800,J,LIGHT,光度,L,False,2021-08-06 04:15:22.687897+00:00
800,K,LIGHT,Lysstyrke,L,False,2021-08-06 04:15:22.687897+00:00
800,O,LIGHT,Lysstyrke,L,False,2021-08-06 04:15:22.687897+00:00
200,K,LIGHT,Lysstyrke,L,False,2021-08-06 04:15:22.687897+00:00
200,O,LIGHT,Lysstyrke,L,False,2021-08-06 04:15:22.687897+00:00
800,U,LIGHT,Valovoima,L,False,2021-08-06 04:15:22.687897+00:00
200,U,LIGHT,Valovoima,L,False,2021-08-06 04:15:22.687897+00:00
200,V,LIGHT,Ljusstyrka,L,False,2021-08-06 04:15:22.687897+00:00
800,V,LIGHT,Ljusstyrka,L,False,2021-08-06 04:15:22.687897+00:00
800,C,LIGHT,Svítivost,L,False,2021-08-06 04:15:22.687897+00:00
200,C,LIGHT,Svítivost,L,False,2021-08-06 04:15:22.687897+00:00
800,Q,LIGHT,Svietivosť,L,False,2021-08-06 04:15:22.687897+00:00
200,Q,LIGHT,Svietivosť,L,False,2021-08-06 04:15:22.687897+00:00
200,D,LIGHT,Lichtstärke,L,False,2021-08-06 04:15:22.687897+00:00
800,D,LIGHT,Lichtstärke,L,False,2021-08-06 04:15:22.687897+00:00
200,1,LIGHT,发光强度,L,False,2021-08-06 04:15:22.687897+00:00
800,1,LIGHT,发光强度,L,False,2021-08-06 04:15:22.687897+00:00
200,3,LIGHT,발광지수,L,False,2021-08-06 04:15:22.687897+00:00
800,3,LIGHT,발광지수,L,False,2021-08-06 04:15:22.687897+00:00
200,T,LIGHT,Işık gücü,L,False,2021-08-06 04:15:22.687897+00:00
800,T,LIGHT,Işık gücü,L,False,2021-08-06 04:15:22.687897+00:00
800,H,LIGHT,Fényerősség,L,False,2021-08-06 04:15:22.687897+00:00
200,H,LIGHT,Fényerősség,L,False,2021-08-06 04:15:22.687897+00:00
800,5,LIGHT,Jakost svetlobe,L,False,2021-08-06 04:15:22.687897+00:00
200,5,LIGHT,Jakost svetlobe,L,False,2021-08-06 04:15:22.687897+00:00
800,Z,LIGHT,Luminous intensity,L,False,2021-08-06 04:15:22.687897+00:00
800,E,LIGHT,Luminous intensity,L,False,2021-08-06 04:15:22.687897+00:00
200,Z,LIGHT,Luminous intensity,L,False,2021-08-06 04:15:22.687897+00:00
200,E,LIGHT,Luminous intensity,L,False,2021-08-06 04:15:22.687897+00:00
200,6,LIGHT,Svjetl. intenzitet,L,False,2021-08-06 04:15:22.687897+00:00
800,6,LIGHT,Svjetl. intenzitet,L,False,2021-08-06 04:15:22.687897+00:00
200,4,LIGHT,Intensit.luminoasă,L,False,2021-08-06 04:15:22.687897+00:00
800,4,LIGHT,Intensit.luminoasă,L,False,2021-08-06 04:15:22.687897+00:00
200,I,LIGHT,Intensità luminosa,L,False,2021-08-06 04:15:22.687897+00:00
800,I,LIGHT,Intensità luminosa,L,False,2021-08-06 04:15:22.687897+00:00
800,R,LIGHT,Сила света,L,False,2021-08-06 04:15:22.687897+00:00
200,R,LIGHT,Сила света,L,False,2021-08-06 04:15:22.687897+00:00
800,B,LIGHT,עוצמת הארה,L,False,2021-08-06 04:15:22.687897+00:00
200,B,LIGHT,עוצמת הארה,L,False,2021-08-06 04:15:22.687897+00:00
800,S,LIGHT,Intensidad lumínica,L,False,2021-08-06 04:15:22.687897+00:00
200,S,LIGHT,Intensidad lumínica,L,False,2021-08-06 04:15:22.687897+00:00
200,P,LIGHT,Intensidade luminosa,L,False,2021-08-06 04:15:22.687897+00:00
800,P,LIGHT,Intensidade luminosa,L,False,2021-08-06 04:15:22.687897+00:00
800,F,LIGHT,Intensité lumineuse,L,False,2021-08-06 04:15:22.687897+00:00
200,F,LIGHT,Intensité lumineuse,L,False,2021-08-06 04:15:22.687897+00:00
200,d,LIGHT,Intenzitet svetlosti,L,False,2021-08-06 04:15:22.687897+00:00
800,d,LIGHT,Intenzitet svetlosti,L,False,2021-08-06 04:15:22.687897+00:00
200,L,LIGHT,Natężenie światła,L,False,2021-08-06 04:15:22.687897+00:00
800,L,LIGHT,Natężenie światła,L,False,2021-08-06 04:15:22.687897+00:00
800,G,LIGHT,Ενταση φωτεινότητας,L,False,2021-08-06 04:15:22.687897+00:00
200,G,LIGHT,Ενταση φωτεινότητας,L,False,2021-08-06 04:15:22.687897+00:00
800,W,LIGHT,Светлинен интензитет,L,False,2021-08-06 04:15:22.687897+00:00
200,W,LIGHT,Светлинен интензитет,L,False,2021-08-06 04:15:22.687897+00:00
200,2,LIGHT,ความเข้มของแสง,L,False,2021-08-06 04:15:22.687897+00:00
800,2,LIGHT,ความเข้มของแสง,L,False,2021-08-06 04:15:22.687897+00:00
200,E,MAPER,Mass per Energy,L,False,2021-08-06 04:15:22.687897+00:00
800,E,MAPER,Mass per Energy,L,False,2021-08-06 04:15:22.687897+00:00
800,M,MAPER,各能源質量,L,False,2021-08-06 04:15:22.687897+00:00
200,M,MAPER,各能源質量,L,False,2021-08-06 04:15:22.687897+00:00
200,S,MAPER,Masa por energía,L,False,2021-08-06 04:15:22.687897+00:00
800,S,MAPER,Masa por energía,L,False,2021-08-06 04:15:22.687897+00:00
800,P,MAPER,Massa por energia,L,False,2021-08-06 04:15:22.687897+00:00
200,P,MAPER,Massa por energia,L,False,2021-08-06 04:15:22.687897+00:00
800,D,MAPER,Masse pro Energie,L,False,2021-08-06 04:15:22.687897+00:00
200,D,MAPER,Masse pro Energie,L,False,2021-08-06 04:15:22.687897+00:00
200,F,MAPER,Masse par énergie,L,False,2021-08-06 04:15:22.687897+00:00
800,F,MAPER,Masse par énergie,L,False,2021-08-06 04:15:22.687897+00:00
800,1,MAPER,单位能量质量,L,False,2021-08-06 04:15:22.687897+00:00
200,1,MAPER,单位能量质量,L,False,2021-08-06 04:15:22.687897+00:00
800,3,MAPER,에너지당 질량,L,False,2021-08-06 04:15:22.687897+00:00
200,3,MAPER,에너지당 질량,L,False,2021-08-06 04:15:22.687897+00:00
200,B,MAPER,מסה לאנרגיה,L,False,2021-08-06 04:15:22.687897+00:00
800,B,MAPER,מסה לאנרגיה,L,False,2021-08-06 04:15:22.687897+00:00
800,J,MAPER,質量/エネルギー,L,False,2021-08-06 04:15:22.687897+00:00
200,J,MAPER,質量/エネルギー,L,False,2021-08-06 04:15:22.687897+00:00
200,A,MAPER,الكتلة لكل طاقة,L,False,2021-08-06 04:15:22.687897+00:00
800,A,MAPER,الكتلة لكل طاقة,L,False,2021-08-06 04:15:22.687897+00:00
200,R,MAPER,Масса на энергию,L,False,2021-08-06 04:15:22.687897+00:00
800,R,MAPER,Масса на энергию,L,False,2021-08-06 04:15:22.687897+00:00
800,A,MOLQU,MOLQU,L,False,2021-08-06 04:15:22.687897+00:00
200,N,MOLQU,MOLQU,L,False,2021-08-06 04:15:22.687897+00:00
800,N,MOLQU,MOLQU,L,False,2021-08-06 04:15:22.687897+00:00
200,A,MOLQU,MOLQU,L,False,2021-08-06 04:15:22.687897+00:00
800,S,MOLQU,Moles,L,False,2021-08-06 04:15:22.687897+00:00
200,S,MOLQU,Moles,L,False,2021-08-06 04:15:22.687897+00:00
800,3,MOLQU,몰량,L,False,2021-08-06 04:15:22.687897+00:00
200,3,MOLQU,몰량,L,False,2021-08-06 04:15:22.687897+00:00
800,D,MOLQU,Molmenge,L,False,2021-08-06 04:15:22.687897+00:00
200,D,MOLQU,Molmenge,L,False,2021-08-06 04:15:22.687897+00:00
800,O,MOLQU,Molmengde,L,False,2021-08-06 04:15:22.687897+00:00
200,O,MOLQU,Molmengde,L,False,2021-08-06 04:15:22.687897+00:00
200,V,MOLQU,Molmängd,L,False,2021-08-06 04:15:22.687897+00:00
800,V,MOLQU,Molmängd,L,False,2021-08-06 04:15:22.687897+00:00
800,J,MOLQU,モル数,L,False,2021-08-06 04:15:22.687897+00:00
200,J,MOLQU,モル数,L,False,2021-08-06 04:15:22.687897+00:00
800,K,MOLQU,Molmængde,L,False,2021-08-06 04:15:22.687897+00:00
200,K,MOLQU,Molmængde,L,False,2021-08-06 04:15:22.687897+00:00
800,T,MOLQU,Mol miktarı,L,False,2021-08-06 04:15:22.687897+00:00
200,T,MOLQU,Mol miktarı,L,False,2021-08-06 04:15:22.687897+00:00
200,M,MOLQU,克分子量,L,False,2021-08-06 04:15:22.687897+00:00
800,1,MOLQU,克分子量,L,False,2021-08-06 04:15:22.687897+00:00
200,1,MOLQU,克分子量,L,False,2021-08-06 04:15:22.687897+00:00
800,M,MOLQU,克分子量,L,False,2021-08-06 04:15:22.687897+00:00
800,Q,MOLQU,Mol.množstvo,L,False,2021-08-06 04:15:22.687897+00:00
200,Q,MOLQU,Mol.množstvo,L,False,2021-08-06 04:15:22.687897+00:00
200,Z,MOLQU,Mole quantity,L,False,2021-08-06 04:15:22.687897+00:00
800,E,MOLQU,Mole quantity,L,False,2021-08-06 04:15:22.687897+00:00
800,Z,MOLQU,Mole quantity,L,False,2021-08-06 04:15:22.687897+00:00
200,E,MOLQU,Mole quantity,L,False,2021-08-06 04:15:22.687897+00:00
800,U,MOLQU,Moolimäärä,L,False,2021-08-06 04:15:22.687897+00:00
200,U,MOLQU,Moolimäärä,L,False,2021-08-06 04:15:22.687897+00:00
800,H,MOLQU,Mol-mennyiség,L,False,2021-08-06 04:15:22.687897+00:00
200,H,MOLQU,Mol-mennyiség,L,False,2021-08-06 04:15:22.687897+00:00
200,C,MOLQU,Mol.množství,L,False,2021-08-06 04:15:22.687897+00:00
800,C,MOLQU,Mol.množství,L,False,2021-08-06 04:15:22.687897+00:00
800,6,MOLQU,Molna količina,L,False,2021-08-06 04:15:22.687897+00:00
200,6,MOLQU,Molna količina,L,False,2021-08-06 04:15:22.687897+00:00
200,P,MOLQU,Quantidade molar,L,False,2021-08-06 04:15:22.687897+00:00
